管理番号-幹番,管理番号-枝番,体外診薬-承認等番号,体外診薬-販売名,体外診薬-一般的名称,体外診薬-製造販売業者,JLAC検査名称,JLAC11-17,JLAC11-測定物,JLAC11-測定物（名称）,JLAC11-識別,JLAC11-識別（名称）,JLAC11-材料,JLAC11-材料（名称）,JLAC11-測定法,JLAC11-測定法（名称）,JLAC11-結果単位,JLAC11-結果単位（名称）,JLAC11-材料（2）,JLAC11-結果単位（2）,JLAC10-17,JLAC10-分析物,JLAC10-分析物（名称）,JLAC10-識別,JLAC10-識別（名称）,JLAC10-材料,JLAC10-材料（名称）,JLAC10-測定法,JLAC10-測定法（名称）,JLAC10-結果識別,JLAC10-結果識別（名称）,JLAC10-材料（2）,保険-診療行為コード,保険-診療行為名称,保険-点数,備考-体外診薬,備考-JLAC,備考-保険,更新区分,更新日付
10B1038530,6,13B1X00206000169,全自動血球計数器　MEK-7222　セルタック　E,35476000^血球計数装置,日本光電株式会社,末梢血液像(機械法)-顆粒球,B1038-0506-211-530-12,B1038,末梢血液像[機械法],506,血液像－顆粒球,211,全血(静脈血、添加物入り),530,自動機械法_全自動血球計数器　MEK-7222　セルタック　E,12,%,,,2A160-0000-019-309-47,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,47,顆粒球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038532,1,13B1X00206000170,全自動血球計数器　MEK-8222　セルタック　Ｆ,35476000^血球計数装置,日本光電株式会社,末梢血液像(機械法)-好中球,B1038-0501-211-532-12,B1038,末梢血液像[機械法],501,血液像－好中球,211,全血(静脈血、添加物入り),532,自動機械法_全自動血球計数器　MEK-8222　セルタック　Ｆ,12,%,,,2A160-0000-019-309-51,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,51,好中球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038532,2,13B1X00206000170,全自動血球計数器　MEK-8222　セルタック　Ｆ,35476000^血球計数装置,日本光電株式会社,末梢血液像(機械法)-好酸球,B1038-0502-211-532-12,B1038,末梢血液像[機械法],502,血液像－好酸球,211,全血(静脈血、添加物入り),532,自動機械法_全自動血球計数器　MEK-8222　セルタック　Ｆ,12,%,,,2A160-0000-019-309-54,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,54,好酸球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038532,3,13B1X00206000170,全自動血球計数器　MEK-8222　セルタック　Ｆ,35476000^血球計数装置,日本光電株式会社,末梢血液像(機械法)-好塩基球,B1038-0503-211-532-12,B1038,末梢血液像[機械法],503,血液像－好塩基球,211,全血(静脈血、添加物入り),532,自動機械法_全自動血球計数器　MEK-8222　セルタック　Ｆ,12,%,,,2A160-0000-019-309-55,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,55,好塩基球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038532,4,13B1X00206000170,全自動血球計数器　MEK-8222　セルタック　Ｆ,35476000^血球計数装置,日本光電株式会社,末梢血液像(機械法)-単球,B1038-0504-211-532-12,B1038,末梢血液像[機械法],504,血液像－単球,211,全血(静脈血、添加物入り),532,自動機械法_全自動血球計数器　MEK-8222　セルタック　Ｆ,12,%,,,2A160-0000-019-309-56,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,56,単球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038532,5,13B1X00206000170,全自動血球計数器　MEK-8222　セルタック　Ｆ,35476000^血球計数装置,日本光電株式会社,末梢血液像(機械法)-リンパ球,B1038-0505-211-532-12,B1038,末梢血液像[機械法],505,血液像－リンパ球,211,全血(静脈血、添加物入り),532,自動機械法_全自動血球計数器　MEK-8222　セルタック　Ｆ,12,%,,,2A160-0000-019-309-57,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,57,リンパ球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038532,6,13B1X00206000170,全自動血球計数器　MEK-8222　セルタック　Ｆ,35476000^血球計数装置,日本光電株式会社,末梢血液像(機械法)-顆粒球,B1038-0506-211-532-12,B1038,末梢血液像[機械法],506,血液像－顆粒球,211,全血(静脈血、添加物入り),532,自動機械法_全自動血球計数器　MEK-8222　セルタック　Ｆ,12,%,,,2A160-0000-019-309-47,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,47,顆粒球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038555,1,13B1X00206000172,自動血球計数装置　スポットケムCL　SB-1430,35476000^血球計数装置,日本光電株式会社,末梢血液像(機械法)-好中球,B1038-0501-211-555-12,B1038,末梢血液像[機械法],501,血液像－好中球,211,全血(静脈血、添加物入り),555,自動機械法_自動血球計数装置　スポットケムCL　SB-1430,12,%,,,2A160-0000-019-309-51,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,51,好中球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038555,2,13B1X00206000172,自動血球計数装置　スポットケムCL　SB-1430,35476000^血球計数装置,日本光電株式会社,末梢血液像(機械法)-好酸球,B1038-0502-211-555-12,B1038,末梢血液像[機械法],502,血液像－好酸球,211,全血(静脈血、添加物入り),555,自動機械法_自動血球計数装置　スポットケムCL　SB-1430,12,%,,,2A160-0000-019-309-54,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,54,好酸球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038555,3,13B1X00206000172,自動血球計数装置　スポットケムCL　SB-1430,35476000^血球計数装置,日本光電株式会社,末梢血液像(機械法)-好塩基球,B1038-0503-211-555-12,B1038,末梢血液像[機械法],503,血液像－好塩基球,211,全血(静脈血、添加物入り),555,自動機械法_自動血球計数装置　スポットケムCL　SB-1430,12,%,,,2A160-0000-019-309-55,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,55,好塩基球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038555,4,13B1X00206000172,自動血球計数装置　スポットケムCL　SB-1430,35476000^血球計数装置,日本光電株式会社,末梢血液像(機械法)-単球,B1038-0504-211-555-12,B1038,末梢血液像[機械法],504,血液像－単球,211,全血(静脈血、添加物入り),555,自動機械法_自動血球計数装置　スポットケムCL　SB-1430,12,%,,,2A160-0000-019-309-56,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,56,単球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038555,5,13B1X00206000172,自動血球計数装置　スポットケムCL　SB-1430,35476000^血球計数装置,日本光電株式会社,末梢血液像(機械法)-リンパ球,B1038-0505-211-555-12,B1038,末梢血液像[機械法],505,血液像－リンパ球,211,全血(静脈血、添加物入り),555,自動機械法_自動血球計数装置　スポットケムCL　SB-1430,12,%,,,2A160-0000-019-309-57,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,57,リンパ球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038555,6,13B1X00206000172,自動血球計数装置　スポットケムCL　SB-1430,35476000^血球計数装置,日本光電株式会社,末梢血液像(機械法)-顆粒球,B1038-0506-211-555-12,B1038,末梢血液像[機械法],506,血液像－顆粒球,211,全血(静脈血、添加物入り),555,自動機械法_自動血球計数装置　スポットケムCL　SB-1430,12,%,,,2A160-0000-019-309-47,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,47,顆粒球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038531,1,13B1X00206000312,全自動血球計数器 MEK-7300 セルタック Es,35476000^血球計数装置,日本光電株式会社,末梢血液像(機械法)-好中球,B1038-0501-211-531-12,B1038,末梢血液像[機械法],501,血液像－好中球,211,全血(静脈血、添加物入り),531,自動機械法_全自動血球計数器 MEK-7300 セルタック Es,12,%,,,2A160-0000-019-309-51,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,51,好中球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038531,2,13B1X00206000312,全自動血球計数器 MEK-7300 セルタック Es,35476000^血球計数装置,日本光電株式会社,末梢血液像(機械法)-好酸球,B1038-0502-211-531-12,B1038,末梢血液像[機械法],502,血液像－好酸球,211,全血(静脈血、添加物入り),531,自動機械法_全自動血球計数器 MEK-7300 セルタック Es,12,%,,,2A160-0000-019-309-54,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,54,好酸球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038531,3,13B1X00206000312,全自動血球計数器 MEK-7300 セルタック Es,35476000^血球計数装置,日本光電株式会社,末梢血液像(機械法)-好塩基球,B1038-0503-211-531-12,B1038,末梢血液像[機械法],503,血液像－好塩基球,211,全血(静脈血、添加物入り),531,自動機械法_全自動血球計数器 MEK-7300 セルタック Es,12,%,,,2A160-0000-019-309-55,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,55,好塩基球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038531,4,13B1X00206000312,全自動血球計数器 MEK-7300 セルタック Es,35476000^血球計数装置,日本光電株式会社,末梢血液像(機械法)-単球,B1038-0504-211-531-12,B1038,末梢血液像[機械法],504,血液像－単球,211,全血(静脈血、添加物入り),531,自動機械法_全自動血球計数器 MEK-7300 セルタック Es,12,%,,,2A160-0000-019-309-56,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,56,単球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038531,5,13B1X00206000312,全自動血球計数器 MEK-7300 セルタック Es,35476000^血球計数装置,日本光電株式会社,末梢血液像(機械法)-リンパ球,B1038-0505-211-531-12,B1038,末梢血液像[機械法],505,血液像－リンパ球,211,全血(静脈血、添加物入り),531,自動機械法_全自動血球計数器 MEK-7300 セルタック Es,12,%,,,2A160-0000-019-309-57,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,57,リンパ球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038531,6,13B1X00206000312,全自動血球計数器 MEK-7300 セルタック Es,35476000^血球計数装置,日本光電株式会社,末梢血液像(機械法)-顆粒球,B1038-0506-211-531-12,B1038,末梢血液像[機械法],506,血液像－顆粒球,211,全血(静脈血、添加物入り),531,自動機械法_全自動血球計数器 MEK-7300 セルタック Es,12,%,,,2A160-0000-019-309-47,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,47,顆粒球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038533,1,13B1X00206000350,全自動血球計数器 MEK-9100 セルタックG,35476000^血球計数装置,日本光電株式会社,末梢血液像(機械法)-好中球,B1038-0501-211-533-12,B1038,末梢血液像[機械法],501,血液像－好中球,211,全血(静脈血、添加物入り),533,自動機械法_全自動血球計数器 MEK-9100 セルタックG,12,%,,,2A160-0000-019-309-51,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,51,好中球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038533,2,13B1X00206000350,全自動血球計数器 MEK-9100 セルタックG,35476000^血球計数装置,日本光電株式会社,末梢血液像(機械法)-好酸球,B1038-0502-211-533-12,B1038,末梢血液像[機械法],502,血液像－好酸球,211,全血(静脈血、添加物入り),533,自動機械法_全自動血球計数器 MEK-9100 セルタックG,12,%,,,2A160-0000-019-309-54,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,54,好酸球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038533,3,13B1X00206000350,全自動血球計数器 MEK-9100 セルタックG,35476000^血球計数装置,日本光電株式会社,末梢血液像(機械法)-好塩基球,B1038-0503-211-533-12,B1038,末梢血液像[機械法],503,血液像－好塩基球,211,全血(静脈血、添加物入り),533,自動機械法_全自動血球計数器 MEK-9100 セルタックG,12,%,,,2A160-0000-019-309-55,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,55,好塩基球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038533,4,13B1X00206000350,全自動血球計数器 MEK-9100 セルタックG,35476000^血球計数装置,日本光電株式会社,末梢血液像(機械法)-単球,B1038-0504-211-533-12,B1038,末梢血液像[機械法],504,血液像－単球,211,全血(静脈血、添加物入り),533,自動機械法_全自動血球計数器 MEK-9100 セルタックG,12,%,,,2A160-0000-019-309-56,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,56,単球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038533,5,13B1X00206000350,全自動血球計数器 MEK-9100 セルタックG,35476000^血球計数装置,日本光電株式会社,末梢血液像(機械法)-リンパ球,B1038-0505-211-533-12,B1038,末梢血液像[機械法],505,血液像－リンパ球,211,全血(静脈血、添加物入り),533,自動機械法_全自動血球計数器 MEK-9100 セルタックG,12,%,,,2A160-0000-019-309-57,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,57,リンパ球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038533,6,13B1X00206000350,全自動血球計数器 MEK-9100 セルタックG,35476000^血球計数装置,日本光電株式会社,末梢血液像(機械法)-顆粒球,B1038-0506-211-533-12,B1038,末梢血液像[機械法],506,血液像－顆粒球,211,全血(静脈血、添加物入り),533,自動機械法_全自動血球計数器 MEK-9100 セルタックG,12,%,,,2A160-0000-019-309-47,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,47,顆粒球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038537,1,13B3X00190000002,コールターLH780,35476000^血球計数装置,ベックマン・コールター株式会社,末梢血液像(機械法)-好中球,B1038-0501-211-537-12,B1038,末梢血液像[機械法],501,血液像－好中球,211,全血(静脈血、添加物入り),537,自動機械法_コールターLH780,12,%,,,2A160-0000-019-309-51,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,51,好中球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038537,2,13B3X00190000002,コールターLH780,35476000^血球計数装置,ベックマン・コールター株式会社,末梢血液像(機械法)-好酸球,B1038-0502-211-537-12,B1038,末梢血液像[機械法],502,血液像－好酸球,211,全血(静脈血、添加物入り),537,自動機械法_コールターLH780,12,%,,,2A160-0000-019-309-54,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,54,好酸球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038537,3,13B3X00190000002,コールターLH780,35476000^血球計数装置,ベックマン・コールター株式会社,末梢血液像(機械法)-好塩基球,B1038-0503-211-537-12,B1038,末梢血液像[機械法],503,血液像－好塩基球,211,全血(静脈血、添加物入り),537,自動機械法_コールターLH780,12,%,,,2A160-0000-019-309-55,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,55,好塩基球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038537,4,13B3X00190000002,コールターLH780,35476000^血球計数装置,ベックマン・コールター株式会社,末梢血液像(機械法)-単球,B1038-0504-211-537-12,B1038,末梢血液像[機械法],504,血液像－単球,211,全血(静脈血、添加物入り),537,自動機械法_コールターLH780,12,%,,,2A160-0000-019-309-56,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,56,単球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038537,5,13B3X00190000002,コールターLH780,35476000^血球計数装置,ベックマン・コールター株式会社,末梢血液像(機械法)-リンパ球,B1038-0505-211-537-12,B1038,末梢血液像[機械法],505,血液像－リンパ球,211,全血(静脈血、添加物入り),537,自動機械法_コールターLH780,12,%,,,2A160-0000-019-309-57,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,57,リンパ球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038537,6,13B3X00190000002,コールターLH780,35476000^血球計数装置,ベックマン・コールター株式会社,末梢血液像(機械法)-顆粒球,B1038-0506-211-537-12,B1038,末梢血液像[機械法],506,血液像－顆粒球,211,全血(静脈血、添加物入り),537,自動機械法_コールターLH780,12,%,,,2A160-0000-019-309-47,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,47,顆粒球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038534,1,13B3X00190000007,コールターHmX,35476000^血球計数装置,ベックマン・コールター株式会社,末梢血液像(機械法)-好中球,B1038-0501-211-534-12,B1038,末梢血液像[機械法],501,血液像－好中球,211,全血(静脈血、添加物入り),534,自動機械法_コールターHmX,12,%,,,2A160-0000-019-309-51,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,51,好中球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038534,2,13B3X00190000007,コールターHmX,35476000^血球計数装置,ベックマン・コールター株式会社,末梢血液像(機械法)-好酸球,B1038-0502-211-534-12,B1038,末梢血液像[機械法],502,血液像－好酸球,211,全血(静脈血、添加物入り),534,自動機械法_コールターHmX,12,%,,,2A160-0000-019-309-54,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,54,好酸球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038534,3,13B3X00190000007,コールターHmX,35476000^血球計数装置,ベックマン・コールター株式会社,末梢血液像(機械法)-好塩基球,B1038-0503-211-534-12,B1038,末梢血液像[機械法],503,血液像－好塩基球,211,全血(静脈血、添加物入り),534,自動機械法_コールターHmX,12,%,,,2A160-0000-019-309-55,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,55,好塩基球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038534,4,13B3X00190000007,コールターHmX,35476000^血球計数装置,ベックマン・コールター株式会社,末梢血液像(機械法)-単球,B1038-0504-211-534-12,B1038,末梢血液像[機械法],504,血液像－単球,211,全血(静脈血、添加物入り),534,自動機械法_コールターHmX,12,%,,,2A160-0000-019-309-56,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,56,単球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038534,5,13B3X00190000007,コールターHmX,35476000^血球計数装置,ベックマン・コールター株式会社,末梢血液像(機械法)-リンパ球,B1038-0505-211-534-12,B1038,末梢血液像[機械法],505,血液像－リンパ球,211,全血(静脈血、添加物入り),534,自動機械法_コールターHmX,12,%,,,2A160-0000-019-309-57,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,57,リンパ球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038534,6,13B3X00190000007,コールターHmX,35476000^血球計数装置,ベックマン・コールター株式会社,末梢血液像(機械法)-顆粒球,B1038-0506-211-534-12,B1038,末梢血液像[機械法],506,血液像－顆粒球,211,全血(静脈血、添加物入り),534,自動機械法_コールターHmX,12,%,,,2A160-0000-019-309-47,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,47,顆粒球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038536,1,13B3X00190000008,コールターLH700シリーズ,35476000^血球計数装置,ベックマン・コールター株式会社,末梢血液像(機械法)-好中球,B1038-0501-211-536-12,B1038,末梢血液像[機械法],501,血液像－好中球,211,全血(静脈血、添加物入り),536,自動機械法_コールターLH700シリーズ,12,%,,,2A160-0000-019-309-51,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,51,好中球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038536,2,13B3X00190000008,コールターLH700シリーズ,35476000^血球計数装置,ベックマン・コールター株式会社,末梢血液像(機械法)-好酸球,B1038-0502-211-536-12,B1038,末梢血液像[機械法],502,血液像－好酸球,211,全血(静脈血、添加物入り),536,自動機械法_コールターLH700シリーズ,12,%,,,2A160-0000-019-309-54,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,54,好酸球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038536,3,13B3X00190000008,コールターLH700シリーズ,35476000^血球計数装置,ベックマン・コールター株式会社,末梢血液像(機械法)-好塩基球,B1038-0503-211-536-12,B1038,末梢血液像[機械法],503,血液像－好塩基球,211,全血(静脈血、添加物入り),536,自動機械法_コールターLH700シリーズ,12,%,,,2A160-0000-019-309-55,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,55,好塩基球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038536,4,13B3X00190000008,コールターLH700シリーズ,35476000^血球計数装置,ベックマン・コールター株式会社,末梢血液像(機械法)-単球,B1038-0504-211-536-12,B1038,末梢血液像[機械法],504,血液像－単球,211,全血(静脈血、添加物入り),536,自動機械法_コールターLH700シリーズ,12,%,,,2A160-0000-019-309-56,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,56,単球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038536,5,13B3X00190000008,コールターLH700シリーズ,35476000^血球計数装置,ベックマン・コールター株式会社,末梢血液像(機械法)-リンパ球,B1038-0505-211-536-12,B1038,末梢血液像[機械法],505,血液像－リンパ球,211,全血(静脈血、添加物入り),536,自動機械法_コールターLH700シリーズ,12,%,,,2A160-0000-019-309-57,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,57,リンパ球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038536,6,13B3X00190000008,コールターLH700シリーズ,35476000^血球計数装置,ベックマン・コールター株式会社,末梢血液像(機械法)-顆粒球,B1038-0506-211-536-12,B1038,末梢血液像[機械法],506,血液像－顆粒球,211,全血(静脈血、添加物入り),536,自動機械法_コールターLH700シリーズ,12,%,,,2A160-0000-019-309-47,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,47,顆粒球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038535,1,13B3X00190000010,コールターLH500,35476000^血球計数装置,ベックマン・コールター株式会社,末梢血液像(機械法)-好中球,B1038-0501-211-535-12,B1038,末梢血液像[機械法],501,血液像－好中球,211,全血(静脈血、添加物入り),535,自動機械法_コールターLH500,12,%,,,2A160-0000-019-309-51,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,51,好中球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038535,2,13B3X00190000010,コールターLH500,35476000^血球計数装置,ベックマン・コールター株式会社,末梢血液像(機械法)-好酸球,B1038-0502-211-535-12,B1038,末梢血液像[機械法],502,血液像－好酸球,211,全血(静脈血、添加物入り),535,自動機械法_コールターLH500,12,%,,,2A160-0000-019-309-54,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,54,好酸球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038535,3,13B3X00190000010,コールターLH500,35476000^血球計数装置,ベックマン・コールター株式会社,末梢血液像(機械法)-好塩基球,B1038-0503-211-535-12,B1038,末梢血液像[機械法],503,血液像－好塩基球,211,全血(静脈血、添加物入り),535,自動機械法_コールターLH500,12,%,,,2A160-0000-019-309-55,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,55,好塩基球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038535,4,13B3X00190000010,コールターLH500,35476000^血球計数装置,ベックマン・コールター株式会社,末梢血液像(機械法)-単球,B1038-0504-211-535-12,B1038,末梢血液像[機械法],504,血液像－単球,211,全血(静脈血、添加物入り),535,自動機械法_コールターLH500,12,%,,,2A160-0000-019-309-56,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,56,単球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038535,5,13B3X00190000010,コールターLH500,35476000^血球計数装置,ベックマン・コールター株式会社,末梢血液像(機械法)-リンパ球,B1038-0505-211-535-12,B1038,末梢血液像[機械法],505,血液像－リンパ球,211,全血(静脈血、添加物入り),535,自動機械法_コールターLH500,12,%,,,2A160-0000-019-309-57,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,57,リンパ球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038535,6,13B3X00190000010,コールターLH500,35476000^血球計数装置,ベックマン・コールター株式会社,末梢血液像(機械法)-顆粒球,B1038-0506-211-535-12,B1038,末梢血液像[機械法],506,血液像－顆粒球,211,全血(静脈血、添加物入り),535,自動機械法_コールターLH500,12,%,,,2A160-0000-019-309-47,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,47,顆粒球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038539,1,13B3X00190000020,ユニセルDxH800,35476000^血球計数装置,ベックマン・コールター株式会社,末梢血液像(機械法)-好中球,B1038-0501-211-539-12,B1038,末梢血液像[機械法],501,血液像－好中球,211,全血(静脈血、添加物入り),539,自動機械法_ユニセルDxH800,12,%,,,2A160-0000-019-309-51,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,51,好中球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038539,2,13B3X00190000020,ユニセルDxH800,35476000^血球計数装置,ベックマン・コールター株式会社,末梢血液像(機械法)-好酸球,B1038-0502-211-539-12,B1038,末梢血液像[機械法],502,血液像－好酸球,211,全血(静脈血、添加物入り),539,自動機械法_ユニセルDxH800,12,%,,,2A160-0000-019-309-54,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,54,好酸球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038539,3,13B3X00190000020,ユニセルDxH800,35476000^血球計数装置,ベックマン・コールター株式会社,末梢血液像(機械法)-好塩基球,B1038-0503-211-539-12,B1038,末梢血液像[機械法],503,血液像－好塩基球,211,全血(静脈血、添加物入り),539,自動機械法_ユニセルDxH800,12,%,,,2A160-0000-019-309-55,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,55,好塩基球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038539,4,13B3X00190000020,ユニセルDxH800,35476000^血球計数装置,ベックマン・コールター株式会社,末梢血液像(機械法)-単球,B1038-0504-211-539-12,B1038,末梢血液像[機械法],504,血液像－単球,211,全血(静脈血、添加物入り),539,自動機械法_ユニセルDxH800,12,%,,,2A160-0000-019-309-56,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,56,単球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038539,5,13B3X00190000020,ユニセルDxH800,35476000^血球計数装置,ベックマン・コールター株式会社,末梢血液像(機械法)-リンパ球,B1038-0505-211-539-12,B1038,末梢血液像[機械法],505,血液像－リンパ球,211,全血(静脈血、添加物入り),539,自動機械法_ユニセルDxH800,12,%,,,2A160-0000-019-309-57,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,57,リンパ球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038539,6,13B3X00190000020,ユニセルDxH800,35476000^血球計数装置,ベックマン・コールター株式会社,末梢血液像(機械法)-顆粒球,B1038-0506-211-539-12,B1038,末梢血液像[機械法],506,血液像－顆粒球,211,全血(静脈血、添加物入り),539,自動機械法_ユニセルDxH800,12,%,,,2A160-0000-019-309-47,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,47,顆粒球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
10B1038538,1,13B3X00190000023,ユニセルDxH600,35476000^血球計数装置,ベックマン・コールター株式会社,末梢血液像(機械法)-好中球,B1038-0501-211-538-12,B1038,末梢血液像[機械法],501,血液像－好中球,211,全血(静脈血、添加物入り),538,自動機械法_ユニセルDxH600,12,%,,,2A160-0000-019-309-51,2A160,血液像,0,,19,全血(添加物入り),309,自動機械法,51,好中球,,160191510.0,末梢血液像（自動機械法）,15.0,,,,3,20191008
